ts,hypothesis,arm,market,tf,n_trades,pf,sharpe,expected_days,pass_rate,null_margin,verdict,prereg,params,note
2026-09-18T08:09:02+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.XAUUSD.h3,XAUUSD,1d,192,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-XAUUSD-20260918-080902.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|XAUUSD|3|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -32.299, ""hold"": 3, ""lag"": 1, ""median_bps"": -40.152, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.7}","response not monotone, rho -0.70"
2026-09-18T08:09:02+00:00,FEED-T10YIE,T10YIE.change5.XAUUSD.h5,XAUUSD,1d,187,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAUUSD-20260918-080902.md,"{""candidate_key"": ""T10YIE|change|5|1|XAUUSD|5|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": -14.704, ""hold"": 5, ""lag"": 1, ""median_bps"": -5.862, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T08:09:02+00:00,FEED-VIX,VIX.change5.XAUUSD.h5,XAUUSD,1d,166,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAUUSD-20260918-080902.md,"{""candidate_key"": ""VIX|change|5|1|XAUUSD|5|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 75.039, ""hold"": 5, ""lag"": 1, ""median_bps"": 47.687, ""origin"": ""library"", ""p_null"": 0.1, ""rho"": 1.0}","loses to its own shuffle, p=0.100"
2026-09-18T08:09:02+00:00,FEED-VIX3M,VIX3M.change5.XAUUSD.h1,XAUUSD,1d,158,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-XAUUSD-20260918-080902.md,"{""candidate_key"": ""VIX3M|change|5|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 3.543, ""hold"": 1, ""lag"": 1, ""median_bps"": 6.904, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T08:09:02+00:00,FEED-VIX_TERM,VIX_TERM.change5.XAUUSD.h1,XAUUSD,1d,180,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-XAUUSD-20260918-080902.md,"{""candidate_key"": ""VIX_TERM|change|5|1|XAUUSD|1|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": 12.754, ""hold"": 1, ""lag"": 1, ""median_bps"": 10.682, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.7}","response not monotone, rho 0.70"
2026-09-18T08:19:02+00:00,FEED-DFII10,DFII10.change5.XAUUSD.h5,XAUUSD,1d,187,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAUUSD-20260918-081902.md,"{""candidate_key"": ""DFII10|change|5|1|XAUUSD|5|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -18.734, ""hold"": 5, ""lag"": 1, ""median_bps"": 18.437, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}",mean and median disagree in sign - skew trap
2026-09-18T08:19:02+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.XAUUSD.h5,XAUUSD,1d,142,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAUUSD-20260918-081902.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|XAUUSD|5|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -9.5, ""hold"": 5, ""lag"": 1, ""median_bps"": -9.247, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T08:19:02+00:00,FEED-GVZ,GVZ.change20.XAUUSD.h10,XAUUSD,1d,82,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-081902.md,"{""candidate_key"": ""GVZ|change|20|1|XAUUSD|10|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 41.133, ""hold"": 10, ""lag"": 1, ""median_bps"": 35.031, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.8}","response not monotone, rho 0.80"
2026-09-18T08:19:02+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.XAUUSD.h5,XAUUSD,1d,187,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-XAUUSD-20260918-081902.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|XAUUSD|5|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -46.625, ""hold"": 5, ""lag"": 1, ""median_bps"": -14.207, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T08:19:02+00:00,FEED-T10YIE,T10YIE.change5.XAUUSD.h10,XAUUSD,1d,93,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAUUSD-20260918-081902.md,"{""candidate_key"": ""T10YIE|change|5|1|XAUUSD|10|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": -35.42, ""hold"": 10, ""lag"": 1, ""median_bps"": -35.595, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T08:19:02+00:00,FEED-VIX,VIX.change5.XAUUSD.h10,XAUUSD,1d,93,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAUUSD-20260918-081902.md,"{""candidate_key"": ""VIX|change|5|1|XAUUSD|10|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 55.067, ""hold"": 10, ""lag"": 1, ""median_bps"": 70.485, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.4}","response not monotone, rho 0.40"
2026-09-18T08:19:02+00:00,FEED-VIX3M,VIX3M.change5.XAUUSD.h3,XAUUSD,1d,158,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-XAUUSD-20260918-081902.md,"{""candidate_key"": ""VIX3M|change|5|1|XAUUSD|3|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 38.387, ""hold"": 3, ""lag"": 1, ""median_bps"": 26.33, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T08:19:03+00:00,FEED-VIX_TERM,VIX_TERM.change5.XAUUSD.h3,XAUUSD,1d,179,nan,nan,nan,nan,nan,PASS,docs/prereg/FEED-VIX_TERM-XAUUSD-20260918-081902.md,"{""candidate_key"": ""VIX_TERM|change|5|1|XAUUSD|3|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": 54.974, ""hold"": 3, ""lag"": 1, ""median_bps"": 46.06, ""origin"": ""library"", ""p_null"": 0.045, ""rho"": 1.0}",earned a real study
2026-09-18T08:29:03+00:00,FEED-DFII10,DFII10.change5.XAUUSD.h10,XAUUSD,1d,93,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAUUSD-20260918-082903.md,"{""candidate_key"": ""DFII10|change|5|1|XAUUSD|10|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": 15.396, ""hold"": 10, ""lag"": 1, ""median_bps"": 21.245, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T08:29:03+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.XAUUSD.h10,XAUUSD,1d,93,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAUUSD-20260918-082903.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|XAUUSD|10|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -13.763, ""hold"": 10, ""lag"": 1, ""median_bps"": -29.434, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T08:29:03+00:00,FEED-GVZ,GVZ.change20.XAUUSD.h20,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-082903.md,"{""candidate_key"": ""GVZ|change|20|1|XAUUSD|20|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 138.856, ""hold"": 20, ""lag"": 1, ""median_bps"": 151.037, ""origin"": ""library"", ""p_null"": 0.35, ""rho"": 0.9}","loses to its own shuffle, p=0.350"
2026-09-18T08:29:03+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.XAUUSD.h10,XAUUSD,1d,93,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-XAUUSD-20260918-082903.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|XAUUSD|10|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -46.091, ""hold"": 10, ""lag"": 1, ""median_bps"": -24.4, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.2}","response not monotone, rho 0.20"
2026-09-18T08:29:03+00:00,FEED-T10YIE,T10YIE.change5.XAUUSD.h20,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAUUSD-20260918-082903.md,"{""candidate_key"": ""T10YIE|change|5|1|XAUUSD|20|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": -39.0, ""hold"": 20, ""lag"": 1, ""median_bps"": -53.752, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T08:29:03+00:00,FEED-VIX,VIX.change5.XAUUSD.h20,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAUUSD-20260918-082903.md,"{""candidate_key"": ""VIX|change|5|1|XAUUSD|20|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 75.809, ""hold"": 20, ""lag"": 1, ""median_bps"": 202.633, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T08:29:03+00:00,FEED-VIX3M,VIX3M.change5.XAUUSD.h5,XAUUSD,1d,158,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-XAUUSD-20260918-082903.md,"{""candidate_key"": ""VIX3M|change|5|1|XAUUSD|5|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 66.162, ""hold"": 5, ""lag"": 1, ""median_bps"": 41.681, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.8}","response not monotone, rho 0.80"
2026-09-18T08:29:03+00:00,FEED-VIX_TERM,VIX_TERM.change5.XAUUSD.h5,XAUUSD,1d,179,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-XAUUSD-20260918-082903.md,"{""candidate_key"": ""VIX_TERM|change|5|1|XAUUSD|5|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": 80.635, ""hold"": 5, ""lag"": 1, ""median_bps"": 60.619, ""origin"": ""library"", ""p_null"": 0.115, ""rho"": 0.9}","loses to its own shuffle, p=0.115"
2026-09-18T08:39:04+00:00,FEED-DFII10,DFII10.change5.XAUUSD.h20,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAUUSD-20260918-083904.md,"{""candidate_key"": ""DFII10|change|5|1|XAUUSD|20|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -12.01, ""hold"": 20, ""lag"": 1, ""median_bps"": -47.068, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T08:39:04+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.XAUUSD.h20,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAUUSD-20260918-083904.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|XAUUSD|20|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": 47.49, ""hold"": 20, ""lag"": 1, ""median_bps"": -5.831, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}",mean and median disagree in sign - skew trap
2026-09-18T08:39:04+00:00,FEED-GVZ,GVZ.change60.XAUUSD.h1,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-083904.md,"{""candidate_key"": ""GVZ|change|60|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.044, ""hold"": 1, ""lag"": 1, ""median_bps"": -16.221, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}",effect 0.0 under the 2.1 bar
2026-09-18T08:39:04+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.XAUUSD.h20,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-XAUUSD-20260918-083904.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|XAUUSD|20|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -80.443, ""hold"": 20, ""lag"": 1, ""median_bps"": -118.564, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T08:39:04+00:00,FEED-T10YIE,T10YIE.change5.XAGUSD.h1,XAGUSD,1d,202,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAGUSD-20260918-083904.md,"{""candidate_key"": ""T10YIE|change|5|1|XAGUSD|1|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -12.587, ""hold"": 1, ""lag"": 1, ""median_bps"": -18.172, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}","response not monotone, rho -0.40"
2026-09-18T08:39:04+00:00,FEED-VIX,VIX.change5.XAGUSD.h1,XAGUSD,1d,156,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAGUSD-20260918-083904.md,"{""candidate_key"": ""VIX|change|5|1|XAGUSD|1|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -28.19, ""hold"": 1, ""lag"": 1, ""median_bps"": 6.264, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.8}",mean and median disagree in sign - skew trap
2026-09-18T08:39:04+00:00,FEED-VIX3M,VIX3M.change5.XAUUSD.h10,XAUUSD,1d,93,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-XAUUSD-20260918-083904.md,"{""candidate_key"": ""VIX3M|change|5|1|XAUUSD|10|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 63.344, ""hold"": 10, ""lag"": 1, ""median_bps"": 59.85, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.4}","response not monotone, rho 0.40"
2026-09-18T08:39:04+00:00,FEED-VIX_TERM,VIX_TERM.change5.XAUUSD.h10,XAUUSD,1d,93,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-XAUUSD-20260918-083904.md,"{""candidate_key"": ""VIX_TERM|change|5|1|XAUUSD|10|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": 90.036, ""hold"": 10, ""lag"": 1, ""median_bps"": 76.879, ""origin"": ""library"", ""p_null"": 0.235, ""rho"": 0.9}","loses to its own shuffle, p=0.235"
2026-09-18T08:49:04+00:00,FEED-DFII10,DFII10.change5.XAGUSD.h1,XAGUSD,1d,180,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAGUSD-20260918-084904.md,"{""candidate_key"": ""DFII10|change|5|1|XAGUSD|1|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": -14.078, ""hold"": 1, ""lag"": 1, ""median_bps"": -7.363, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
2026-09-18T08:49:04+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.XAGUSD.h1,XAGUSD,1d,132,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAGUSD-20260918-084904.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|XAGUSD|1|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": 13.047, ""hold"": 1, ""lag"": 1, ""median_bps"": -3.269, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.7}",mean and median disagree in sign - skew trap
2026-09-18T08:49:04+00:00,FEED-GVZ,GVZ.change60.XAUUSD.h3,XAUUSD,1d,45,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-084904.md,"{""candidate_key"": ""GVZ|change|60|1|XAUUSD|3|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": -24.178, ""hold"": 3, ""lag"": 1, ""median_bps"": -14.856, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
2026-09-18T08:49:04+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.XAGUSD.h1,XAGUSD,1d,178,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-XAGUSD-20260918-084904.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|XAGUSD|1|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": -20.783, ""hold"": 1, ""lag"": 1, ""median_bps"": -15.692, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
2026-09-18T08:49:04+00:00,FEED-T10YIE,T10YIE.change5.XAGUSD.h3,XAGUSD,1d,201,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAGUSD-20260918-084904.md,"{""candidate_key"": ""T10YIE|change|5|1|XAGUSD|3|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -31.425, ""hold"": 3, ""lag"": 1, ""median_bps"": -94.149, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T08:49:04+00:00,FEED-VIX,VIX.change5.XAGUSD.h3,XAGUSD,1d,155,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAGUSD-20260918-084904.md,"{""candidate_key"": ""VIX|change|5|1|XAGUSD|3|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -37.897, ""hold"": 3, ""lag"": 1, ""median_bps"": -15.735, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T08:49:05+00:00,FEED-VIX3M,VIX3M.change5.XAUUSD.h20,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-XAUUSD-20260918-084904.md,"{""candidate_key"": ""VIX3M|change|5|1|XAUUSD|20|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 97.028, ""hold"": 20, ""lag"": 1, ""median_bps"": 218.992, ""origin"": ""library"", ""p_null"": 0.325, ""rho"": 0.9}","loses to its own shuffle, p=0.325"
2026-09-18T08:49:05+00:00,FEED-VIX_TERM,VIX_TERM.change5.XAUUSD.h20,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-XAUUSD-20260918-084905.md,"{""candidate_key"": ""VIX_TERM|change|5|1|XAUUSD|20|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": 152.687, ""hold"": 20, ""lag"": 1, ""median_bps"": 219.758, ""origin"": ""library"", ""p_null"": 0.11, ""rho"": 1.0}","loses to its own shuffle, p=0.110"
2026-09-18T08:59:05+00:00,FEED-DFII10,DFII10.change5.XAGUSD.h3,XAGUSD,1d,179,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAGUSD-20260918-085905.md,"{""candidate_key"": ""DFII10|change|5|1|XAGUSD|3|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": -0.312, ""hold"": 3, ""lag"": 1, ""median_bps"": -1.697, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}",effect 0.3 under the 9.4 bar
2026-09-18T08:59:05+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.XAGUSD.h3,XAGUSD,1d,132,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAGUSD-20260918-085905.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|XAGUSD|3|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": 11.712, ""hold"": 3, ""lag"": 1, ""median_bps"": 16.265, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.7}","response not monotone, rho 0.70"
2026-09-18T08:59:05+00:00,FEED-GVZ,GVZ.change60.XAUUSD.h5,XAUUSD,1d,45,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-085905.md,"{""candidate_key"": ""GVZ|change|60|1|XAUUSD|5|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": -51.998, ""hold"": 5, ""lag"": 1, ""median_bps"": -40.281, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T08:59:05+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.XAGUSD.h3,XAGUSD,1d,177,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-XAGUSD-20260918-085905.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|XAGUSD|3|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": -22.117, ""hold"": 3, ""lag"": 1, ""median_bps"": -28.467, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T08:59:05+00:00,FEED-T10YIE,T10YIE.change5.XAGUSD.h5,XAGUSD,1d,168,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAGUSD-20260918-085905.md,"{""candidate_key"": ""T10YIE|change|5|1|XAGUSD|5|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -94.227, ""hold"": 5, ""lag"": 1, ""median_bps"": -169.675, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T08:59:05+00:00,FEED-VIX,VIX.change5.XAGUSD.h5,XAGUSD,1d,155,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAGUSD-20260918-085905.md,"{""candidate_key"": ""VIX|change|5|1|XAGUSD|5|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -41.47, ""hold"": 5, ""lag"": 1, ""median_bps"": -85.596, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T08:59:05+00:00,FEED-VIX3M,VIX3M.change5.XAGUSD.h1,XAGUSD,1d,146,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-XAGUSD-20260918-085905.md,"{""candidate_key"": ""VIX3M|change|5|1|XAGUSD|1|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -39.857, ""hold"": 1, ""lag"": 1, ""median_bps"": -0.177, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.8}","response not monotone, rho -0.80"
2026-09-18T08:59:05+00:00,FEED-VIX_TERM,VIX_TERM.change5.XAGUSD.h1,XAGUSD,1d,166,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-XAGUSD-20260918-085905.md,"{""candidate_key"": ""VIX_TERM|change|5|1|XAGUSD|1|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": -3.935, ""hold"": 1, ""lag"": 1, ""median_bps"": 1.363, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}",effect 3.9 under the 9.4 bar
2026-09-18T09:09:05+00:00,FEED-DFII10,DFII10.change5.XAGUSD.h5,XAGUSD,1d,168,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAGUSD-20260918-090905.md,"{""candidate_key"": ""DFII10|change|5|1|XAGUSD|5|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": 51.059, ""hold"": 5, ""lag"": 1, ""median_bps"": 65.24, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T09:09:06+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.XAGUSD.h5,XAGUSD,1d,132,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAGUSD-20260918-090906.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|XAGUSD|5|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": -16.379, ""hold"": 5, ""lag"": 1, ""median_bps"": 31.136, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}",mean and median disagree in sign - skew trap
2026-09-18T09:09:06+00:00,FEED-GVZ,GVZ.change60.XAUUSD.h10,XAUUSD,1d,44,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-090906.md,"{""candidate_key"": ""GVZ|change|60|1|XAUUSD|10|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": -126.362, ""hold"": 10, ""lag"": 1, ""median_bps"": -66.522, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T09:09:06+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.XAGUSD.h5,XAGUSD,1d,168,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-XAGUSD-20260918-090906.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|XAGUSD|5|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": -10.411, ""hold"": 5, ""lag"": 1, ""median_bps"": 18.338, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}",mean and median disagree in sign - skew trap
2026-09-18T09:09:06+00:00,FEED-T10YIE,T10YIE.change5.XAGUSD.h10,XAGUSD,1d,83,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAGUSD-20260918-090906.md,"{""candidate_key"": ""T10YIE|change|5|1|XAGUSD|10|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -169.969, ""hold"": 10, ""lag"": 1, ""median_bps"": -56.684, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}","response not monotone, rho -0.40"
2026-09-18T09:09:06+00:00,FEED-VIX,VIX.change5.XAGUSD.h10,XAGUSD,1d,83,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAGUSD-20260918-090906.md,"{""candidate_key"": ""VIX|change|5|1|XAGUSD|10|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -42.498, ""hold"": 10, ""lag"": 1, ""median_bps"": -32.447, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}","response not monotone, rho -0.40"
